Transaction ID,Item ID,Customer ID,Purchase Date,Quantity,Rating
YpD8Cyna0U,bbd926c3-e6da-4011-ac09-8f58e7d7f9f8,6b892883-9898-4344-88f8-b26f2ae4b7bd,2022-05-22,1,0.9
ggVTuZuH1l,d82ba51b-01f7-4095-b942-b3935727dfd1,0862bc4d-27f3-4800-af7b-3b20454cde2c,2023-06-12,5,1.6
Go8McnKoFs,846e0162-8bea-46c2-bed4-47c8ac6ca64c,321b3af0-007b-4013-9320-dfe21f9c855c,2022-06-23,4,3.1
rjWVRIAKDj,7df4307b-0849-43fb-b7f1-6b400a0a57df,f3c43fc6-80a3-4c6d-9532-cd67c087480e,2022-02-18,5,1.0
4SHXDC7Sl2,c4806252-76bd-46b1-ba11-0e03ca63089a,1fb37883-7ff0-48de-a1d5-ba14baadf10c,2022-01-27,5,0.6
m8VWqQqC1o,97e0ce5a-a9e4-4457-905e-b379f0ab0f5e,1fff5481-6249-4fb9-919d-1b4eb703fb4f,2023-02-20,3,2.3
lYxN1S0b9Y,f3e0de34-d38c-4e3c-b3d2-cb334e0295ea,458f9c51-21df-49e7-a58c-7e0b2dbc2123,2021-12-14,5,4.0
BoFamKMTCw,2d1ae7d1-a346-42a4-a703-9a9fd38a1ebf,90542b3c-495c-4f32-b485-3d927ec1874a,2023-05-27,1,4.8
GsdbmQKR5A,7b8ac850-3460-400a-8f3f-172c93a81893,85653e91-3251-4b17-9787-a1cf0656f19b,2022-09-11,4,4.7
y3pldvW7JS,6cb64d43-3d8d-42a1-89db-ebcc088a0b57,83cf61c7-31ea-4967-a2cc-61cf58a4597c,2022-04-02,3,3.5
Wu1lw2e89W,97ebb357-2eaf-4842-8f4d-32f43d35772f,aefc39a0-5578-43ff-b24b-f6d6172c86b2,2023-07-13,3,1.7
FUmm5Lq5PR,0e0429de-702e-4041-a6ed-a37a648ad89b,71b86896-b86a-4757-b140-e5b507698dde,2021-10-13,1,4.0
Swznm3Pgk0,fac0a6ba-b948-4efe-886b-a227cb0d7c74,5f80efb5-2239-4c99-b5c5-d69c215bf301,2022-01-14,3,2.9
tnMcQyhTYG,2e809516-0451-49ac-84da-41154df0012f,38bd4eb2-ed20-4c13-ae7d-03227d939028,2023-02-02,3,1.4
8VPBQqa2k7,a57b018c-c21b-4f3a-bcc1-a00d26918aa1,b9030c1b-1abd-4a7a-8d45-4c267702bf2e,2022-10-22,1,1.6
FMu1wHQUlA,20d3ddfb-ceab-40d1-bae2-7982df53c84e,a77239a5-8d6c-43a3-b322-3ef8ce520464,2021-12-04,4,2.9
5GNIxIoqHm,592019af-0cd9-41f2-87ba-7fac0d812f60,2d6907fa-0656-4636-b01a-0c7adbb7a0f0,2022-05-06,2,3.4
UDsu2BKNsC,6c618aa5-e675-45b5-906e-4c8b1c69550a,b82882fe-a6ec-4d66-b8fe-b8d652117f89,2023-02-06,5,1.4
WXb77EU6GT,e69ff554-6006-469e-bd9f-446493392cca,19312838-09e9-4cd4-beeb-4fed1ad0cc9d,2021-09-25,4,4.9
jiwdqIeS6s,2b0ba7d9-c331-4b73-93cf-ff06b43c1f4d,d4df846d-a60b-4ff2-ae6e-b6596cd43614,2021-10-28,4,3.3
UCBB9eKY5V,72c0bdfc-1d1d-4d79-803f-064df1096470,d469173e-2441-485b-ae3c-a3169efd46f0,2021-11-25,3,0.6
hpRlfeYZPU,3b41359c-9bb9-46fa-8d3e-e4a75ab9d9e6,18e93a6f-fddd-4c7d-a27c-bd136025faf4,2023-05-30,4,1.9
cveAojDNKv,900d7870-6ecd-4ae1-9065-100108ac6c7d,517fe16d-dc27-41c1-8e87-f51f904246ad,2023-08-12,1,3.6
zoqhfkGQ6z,ec7ff441-46d0-4b26-be9f-1e3db62e5473,c9555ffd-f7af-434e-b921-bad7ef3c2840,2022-03-14,2,0.8
qjFvS6I3T2,7ebd7b49-b520-41ae-8493-65464575d9e1,6ceee3ab-936a-4643-9c6f-8e0d9f27ab12,2022-08-19,5,3.3
eKkQX6FaCr,1e96b906-4ea2-44c6-add8-04f9a583d7be,c950cd8d-820a-4702-a87d-33b5b35797cc,2022-08-21,2,1.0
rSYuO942rH,6f57d727-61e5-454e-bf76-a27c701f91ec,07792ef0-8058-459f-8de4-509f9e946212,2022-09-23,2,3.2
jVa9vTmEIn,793224c3-7caf-4835-95a3-5a64f8435470,ccec0787-8f22-4eb7-a5b7-3fdc35e29c55,2021-11-11,2,3.4
gvLaB25Vly,26e716af-5437-47a2-8c4c-238cd9411d3e,1512548c-70d8-40bd-904c-7bc48c3d843a,2022-06-27,3,4.0
35fVIGNqpx,d519f41e-03de-413a-af5f-47c70db17f99,d18329ee-5bb0-4b83-a435-416a1c6c5496,2023-06-19,4,3.4
vCdImMxb72,59d22c7a-a7a8-4828-ace4-46fb3d2ce394,4006f207-b4c6-43c3-b50f-bf59dd9a2c05,2022-10-14,4,3.8
5J58LXmQdV,3d8224fa-9e85-427b-9cf6-60ee6716ae0c,a1f0be2c-d0dd-4f73-b108-312a87120ce5,2022-02-06,3,1.2
48hiwAN5aO,e52745b2-97d4-489d-9f60-2fd4392f1285,9e1faca4-da66-4ea1-853c-70aeee0ad8fd,2022-07-03,4,0.6
EUnysSQgbJ,dcc11d19-c063-4851-945e-f23041a78e01,2891ee05-e577-4812-8ceb-30db900ecd4b,2022-12-20,2,4.6
Tl2HP3fIm6,407c0709-ca37-4c9c-8ec3-db3d3895481a,d70d40d8-cc4c-471b-b73d-659355339246,2022-04-19,3,2.5
trefQvWwX5,fc29a8c3-e8a2-41ef-9313-cd664db81f74,8d4a76e1-31fa-4f58-a749-81c49c1211d5,2022-02-12,5,2.3
2H5ZqDzBxj,72c0bdfc-1d1d-4d79-803f-064df1096470,9313b8b0-cdf3-4d18-884b-eaf01c22c17c,2022-05-01,5,0.8
oTttm4r9qT,7ebd7b49-b520-41ae-8493-65464575d9e1,15ca62d4-0e45-4b29-807a-74de85667486,2022-12-20,5,2.7
v6IuzBbgNH,72c0bdfc-1d1d-4d79-803f-064df1096470,a073a4c7-b718-4eec-947a-3c556226a49b,2022-06-15,5,1.5
LxKdL5Tp6X,98c2e0c8-3962-44e7-aca9-214ecb42e9ef,bd9371e0-fc3e-420f-abdd-433e24e2672c,2022-12-09,3,4.5
p2yQAh9vPA,384743b3-4954-4322-b35a-4a2a8df598ef,56c03656-aebc-4600-9341-211f5dfc6015,2022-11-13,4,4.6
5nJsuG2nGA,1e96b906-4ea2-44c6-add8-04f9a583d7be,6d3f95ad-d859-4cbc-b667-885d419d64e4,2023-03-03,1,1.2
bbh26sV1vw,e1640fb1-aa8b-474d-8280-5665d8d89b1d,c58ca53e-26e6-4abe-af32-f5b219e9bd81,2023-06-23,3,4.3
6KNevb3Bbk,67998094-e6b3-403c-915a-1ed2243f9f5a,77be17a9-0395-4dd3-9a9f-b2b529baf3e9,2021-12-17,1,4.9
I5YQ4WjPmN,36820ff6-74a3-4125-aa9e-4d956d0f9be7,52d2a333-3daa-40c2-b843-572f4ef2fd17,2023-08-13,4,1.8
pXU5rGhudl,33e4b01a-893c-4470-b617-1c16816fce2f,680384d7-2c65-4a3a-acd5-d46308b3bbd4,2023-07-29,3,4.5
8jzCnQ9kON,952eef51-e646-4bb6-b821-03cbb70a61a8,e733a488-37b6-4195-9e49-fc6924ad7f9f,2022-12-20,2,4.2
CVRWQ9UYGM,da81eb0d-58f6-432c-8330-354c08e18530,0d0bfb6a-6aef-4ed0-8745-b82512740c0d,2023-01-17,2,2.3
bG6AoPmd6x,e2bd8a65-bfba-41b3-892f-09972cfb15ce,524ce257-c883-4d22-a6f9-b5b3f76a19f0,2021-09-19,2,3.3
fTtwvHkkPb,f47d09b9-06fe-48b5-bb7f-b39eb83fb64b,1c17d6a8-68d2-4be8-b03a-0cc8e632c6db,2023-08-18,2,0.5
kQp7gNxEmt,a673aec6-fe72-47ba-886e-7af2c760d04d,f1e1b5d4-8ae6-4a59-9f03-22e7bd202cf2,2022-01-24,2,1.1
ZtkA2TP6iV,c847d578-0bfa-4753-b071-ff3ad020c92d,ea5c5128-c524-413d-b064-e6eefc150ac7,2023-04-18,4,1.0
cNujTMX0WX,67998094-e6b3-403c-915a-1ed2243f9f5a,055579d8-b186-4285-8878-34491867a744,2023-01-12,1,4.5
r66SogRrc0,02df103e-d3e9-4ced-ae6c-ac57443d2e8b,ed369633-5ef4-4dc5-8084-a0834000c050,2021-11-17,3,3.6
8ar2ip0gxW,02a2411f-d5c5-4e5e-9bf7-25c4316a9d83,8bed7c66-e650-4678-bba7-1c339d9e605e,2022-11-11,3,3.7
O3KYtqA9kF,0e0429de-702e-4041-a6ed-a37a648ad89b,282b28bc-2b31-4d06-ab72-9e4b217487a3,2022-02-27,2,4.7
JCbnPWKWYs,6cb64d43-3d8d-42a1-89db-ebcc088a0b57,649ebe64-e865-4b13-b0d3-d6d807888b8d,2022-05-05,2,3.5
OC6NQspPvA,59d22c7a-a7a8-4828-ace4-46fb3d2ce394,e9fd7c56-f055-465c-8c72-eb46dcd5dfbd,2023-08-12,5,2.6
mjHjAlThuw,fc29a8c3-e8a2-41ef-9313-cd664db81f74,862e74ea-57a3-4db5-9225-c4238d2aa82b,2022-10-03,1,4.2
cCYncCAKvp,ec37a0e9-25d7-49e1-8cbd-346a599c2885,7ff202e7-911c-4fb5-8e4f-35c51d5e5b02,2023-07-06,2,2.1
zIFRT30PGg,1bd66c7a-169f-4c4d-8e64-10bf0959f4f9,15df4d67-ebf7-46ea-a731-9ea4c4fc0e82,2023-05-18,2,0.8
raAx7499zM,56d7d935-6c13-469b-baf3-471ce395a403,1fff5481-6249-4fb9-919d-1b4eb703fb4f,2022-12-27,5,3.9
uj4QEjGV7S,2d3ab3b9-5186-444e-852f-f1093288294b,3060a260-8fe7-412f-82ae-32c9b12283a8,2022-01-07,4,3.4
o9HJ5sd3qH,87ed3907-eccd-4fe2-87b7-0fab1ddcb15e,e62eeb78-3ca4-4e10-930b-41706b682b9a,2022-03-09,5,4.0
b4n4SpqFI3,3d2d37c0-ce0b-47a5-b829-2bcb3b555034,b322da47-1edb-49d9-9177-a976540a4bd2,2023-04-02,2,1.7
cgJeywRPGe,56d7d935-6c13-469b-baf3-471ce395a403,7c8303e2-57c8-4285-ad1f-c87713d4a051,2022-08-08,3,3.4
DQEC5i29Fu,daee7362-acc9-4fda-8118-3dfd15d28937,ecd28afa-4f7f-4c56-a0fb-8bab9787024c,2023-04-17,2,3.9
3ldGaUSSW1,3d4bc65b-1044-4acc-90f7-0a234f4a7e98,ac1daf06-9198-4bd1-8389-3042dd08f5bf,2023-07-20,5,0.7
PetDOdLuuN,f7c026d6-767d-47c1-a461-b20934f044d1,4c205c99-7b8c-4c5f-aa92-23c13b31019b,2021-12-30,3,2.7
PELYX5fnRT,a0897a93-9bfb-4517-b7b1-df22cd6eecd6,438a142d-8032-4a8d-8e22-2a5caebb0be8,2023-04-17,5,4.6
jwzfAQJT7R,67998094-e6b3-403c-915a-1ed2243f9f5a,7573236f-b86d-4ccb-9d33-372e763b1422,2023-05-15,2,2.4
2MGVg9lsfn,6cb64d43-3d8d-42a1-89db-ebcc088a0b57,a073a4c7-b718-4eec-947a-3c556226a49b,2021-11-06,4,4.9
igRO7f5fAQ,67998094-e6b3-403c-915a-1ed2243f9f5a,de182dfe-2f30-4443-a477-cb18883fdd6c,2022-03-24,1,0.6
MeIUQABUUV,e52745b2-97d4-489d-9f60-2fd4392f1285,0df9a664-8a51-4c20-8620-4d03cf7d329a,2022-07-10,4,2.9
3TvPj4UYXI,2d1ae7d1-a346-42a4-a703-9a9fd38a1ebf,4a5dbc32-2480-4a64-8c09-28ddb034d881,2022-11-01,2,4.7
qkgK5haBkQ,fc29a8c3-e8a2-41ef-9313-cd664db81f74,5504fea7-f88e-4681-8660-2bb791b1da2e,2023-09-08,2,4.1
JeHVgchF8Y,3c5b28de-a03f-44a2-9705-6a50ff712411,66c7b1eb-1655-482a-95c7-e3235a6f03f4,2022-09-03,3,1.6
EVpwr7SCX8,09f91624-eaf5-446f-aebf-53b28bd185d8,0c1db857-db9b-4a48-8d7c-048c488b018f,2022-07-29,4,3.5
dMG08GDzL3,317f92fe-205d-402d-8ac5-b7bcc27aa729,db650cb0-205d-4e9b-9964-0a19c316ff1f,2022-10-24,3,1.9
zIGz6nCx8T,0c6b9226-f437-48f1-ab5a-c3de2bcb8797,7dbe6005-3fb3-4ec8-a20c-ea91767f981f,2022-03-15,2,0.9
dtfCZ1LG7w,84caaf2c-5554-4a24-9d80-6434ad0a9e28,05ba8e4b-647a-445b-9ced-ea296125a1f6,2022-02-05,2,0.5
i1U4wBtDhZ,84caaf2c-5554-4a24-9d80-6434ad0a9e28,ac1daf06-9198-4bd1-8389-3042dd08f5bf,2022-04-15,1,1.4
7sEeDOWi3w,44b4e4ad-fa5f-44fd-9e07-cd4ca646d1cc,e9fd7c56-f055-465c-8c72-eb46dcd5dfbd,2022-06-12,2,5.0
z3rQ8WPEre,ad037b21-9978-4ce5-a17a-8714a1931edc,77a90ef3-e30f-4ad9-9a1b-ab32459f6a1f,2023-06-13,5,1.4
Y9F0kVowMW,97e0ce5a-a9e4-4457-905e-b379f0ab0f5e,5bc6e583-20ee-4298-b840-b901d9b916f5,2022-03-25,1,0.7
9iJOA87oAK,289dbb79-7d38-4ad2-8d4d-60398857359c,87c334ad-9a22-478f-be6d-2b983ed4b926,2023-06-24,4,3.7
dRVA2kE0Hy,f47d09b9-06fe-48b5-bb7f-b39eb83fb64b,f02409e1-4a6d-4dcd-9da1-bf8a3239ede0,2021-11-06,5,0.8
7GyST1OP9p,ff207113-5bea-4381-a574-dad7d5bb390c,80f8e7da-e2d1-4f50-9af0-08aa7a6165a6,2023-03-31,3,4.9
DfP8ram5rr,c8695d57-eaba-4a53-b51a-2bf3bfe58d70,a9ff716c-660b-47b8-8e76-f792dbac027a,2023-06-01,1,1.9
O1yONT00U8,5de01b13-006f-4519-965c-bdf103986285,3190be3a-48cc-481a-ac2d-8aedcf18cc6c,2023-08-30,1,4.1
zoGNwKVn00,f47d09b9-06fe-48b5-bb7f-b39eb83fb64b,226f6645-c9f4-4ef2-b31b-c6b7d9841b17,2022-01-08,4,3.1
H5wQ8lbPZW,65216dd3-05e8-47e5-a3d1-03d9722e5e8f,56c03656-aebc-4600-9341-211f5dfc6015,2022-02-09,4,1.3
ntBOApluAl,8a3704fd-ce3a-4fe2-aa23-21addfd4a5bd,ef83fa12-8029-4486-ab5c-721d31ae3873,2022-07-16,1,2.5
hOTIehh0H7,df641ed3-587b-4aa6-b302-911ad933f5c0,6cfe0663-3f6f-4bbe-bf7b-697076093aa6,2021-11-24,3,4.9
Gmho8SJpZM,c5ebf39a-e96f-492d-96c5-b8ad41613caa,4fb4d8d1-e8c2-498f-9c66-9ebfd1c23199,2022-03-04,1,0.7
X2XmfsxD4L,87ed3907-eccd-4fe2-87b7-0fab1ddcb15e,fb253620-f9bf-4f1f-99da-d01d5ea2336f,2022-08-09,1,4.6
0sT0noMzYI,06e2fcc8-4506-4876-80d2-9c8c127cf375,e3a95ffd-8b6f-453b-87a0-2def529215f2,2022-09-03,3,1.3
xWiUkZqn3a,d13d9cef-4824-4fd2-8004-36b1034109ec,f785c156-53ae-4ae6-825f-f68948be99ef,2022-11-22,5,4.7
VO77GPdQtc,a673aec6-fe72-47ba-886e-7af2c760d04d,986119f1-9299-4b34-b507-4e843465e2cd,2021-12-08,2,3.7
jJWPzVDFEQ,e52745b2-97d4-489d-9f60-2fd4392f1285,821775af-28b1-4004-bd6e-05a4925170d2,2023-02-01,3,1.4
DqSqP642Tn,41ed7e23-487e-4500-9621-8d46a494162e,25ba0251-240e-45ff-9d44-d4ab5ec3c38c,2023-04-23,2,0.9
OmA9UXDrdb,9bca7ac0-d91a-4ee8-8df9-7e171631b051,e973dcd9-78f4-4dbf-9b69-7f32b83e4100,2023-01-21,1,4.3
spWdJPPev3,592019af-0cd9-41f2-87ba-7fac0d812f60,a4911fd6-e38f-4b50-90d7-4d1295b8d72d,2023-06-30,3,0.7
jCJzH2mK55,71628224-77a7-4267-ab7c-701feec73dcd,d518d9a4-8155-4215-9945-29fb1778c7a3,2022-08-27,3,1.5
ejn7PgYqm8,aa36d271-2e0e-4918-b848-127bec1cfbcf,8ad1a8f2-a8f7-464c-8498-b1205f87539b,2022-02-08,4,4.4
cr9RNx3Ng0,30859228-fb6e-43e7-94a4-a243568f0c08,48572d56-13ff-47d9-9ec6-deb24a5cd89a,2023-08-11,3,4.2
Dd95ytoO2l,7ebd7b49-b520-41ae-8493-65464575d9e1,0b5d9fae-bb6d-43b8-8ebd-83e114a7229c,2023-01-30,3,3.2
whiPo39bpt,6f57d727-61e5-454e-bf76-a27c701f91ec,0b9f5633-0781-4087-a3b8-01a34489adfe,2022-07-09,4,3.0
pyUtrzjCDT,67998094-e6b3-403c-915a-1ed2243f9f5a,7a576e7b-27e1-456f-96bb-b0a7ce1bc62d,2021-12-12,2,1.0
Ey5IUwEomr,9bcd1d5a-3942-4a22-bb96-35f044f960a3,eb4e980a-1305-43bd-8ba7-2c5b408d9479,2023-03-08,3,2.3
RTMwOSqE3Y,d9942ff1-3e01-4bdb-8a0c-b0f2c50cb08b,f1756a33-0ddb-45e4-a346-9ba1d3082a38,2022-02-06,2,3.5
VyFRblAOBx,aebdc8fb-76b0-41ef-a428-fd115a0b6480,29c91e60-09b6-4f36-a5be-5a522eae7bf5,2023-07-07,5,2.1
PGxMEV0cJp,57978ce5-b689-4462-9c6d-2ba31a5acad7,f9fcada3-31b0-49e5-84a6-a7ac9702de95,2023-04-11,4,2.1
enmVdI0Val,fc29a8c3-e8a2-41ef-9313-cd664db81f74,fbe08ad4-3a72-4e92-87d6-c7edd0996f29,2022-08-05,2,3.9
BAPzK3sgLY,a0897a93-9bfb-4517-b7b1-df22cd6eecd6,2d23fc33-cdda-4622-af22-26ca6694d623,2021-11-15,3,1.0
TPXAjplvc1,feae7cd0-6fea-47f4-b26e-45406ba45972,652b948e-76ab-49c4-8b99-1f018cdb5540,2022-09-13,5,0.7
pk62rnHZYH,b2fd75b0-de3a-4d4f-ae3b-ca4a02b30ea5,e95d2e58-e750-481d-b6c9-33ec1c359760,2022-10-20,2,1.3
yLyMDtF0vX,2e809516-0451-49ac-84da-41154df0012f,c2ac0b59-984e-442d-abac-886b12b5a820,2023-02-01,3,3.3
anrSXsK61n,26e716af-5437-47a2-8c4c-238cd9411d3e,2dabd61c-cc15-441d-840f-a6baf7a8de3e,2022-10-30,1,4.0
0FRExWKg37,8a3704fd-ce3a-4fe2-aa23-21addfd4a5bd,34314018-59d5-4bc0-99c2-d2375f145c8b,2022-03-10,1,5.0
gb5ewnv7o6,e1640fb1-aa8b-474d-8280-5665d8d89b1d,bc643b49-4220-41ad-b2d5-f2bce4e6192f,2023-08-23,5,3.5
Z5EWgj56Ch,3d0d5c7d-5d68-4094-8d95-c097473b709a,3b9d015f-bb3d-40ae-8aac-28857d8bbfc5,2023-02-14,4,4.7
l5PGSZF6fV,36820ff6-74a3-4125-aa9e-4d956d0f9be7,ad2a9111-2dd3-4bed-9f33-bf359f322b85,2023-06-28,5,3.4
zJPNFxfIhC,c8695d57-eaba-4a53-b51a-2bf3bfe58d70,18322e81-ccb4-43e2-a73c-18989a9af4b3,2023-04-13,5,3.4
6ohaQwImKY,592019af-0cd9-41f2-87ba-7fac0d812f60,4006f207-b4c6-43c3-b50f-bf59dd9a2c05,2023-08-08,1,2.5
YyNrLlIIc6,2c5616e5-faee-451a-9636-7fd9991533b3,68e71eb0-b5c2-473b-ac7a-1f73fcd63d6d,2023-06-06,5,4.5
57a4nizFT5,275aaf00-fa8f-4479-9c3c-6926a87b9cf7,77be17a9-0395-4dd3-9a9f-b2b529baf3e9,2023-02-20,5,1.4
3GYekotbc8,3d0d5c7d-5d68-4094-8d95-c097473b709a,cf74ee7e-0b5f-47a9-9570-c6165b331227,2023-04-24,1,2.3
qNz84Shtjx,a673aec6-fe72-47ba-886e-7af2c760d04d,3d894486-70f8-412b-a520-d17da778352b,2023-09-12,5,3.4
qJEqYmkxjy,41ed7e23-487e-4500-9621-8d46a494162e,cd84b978-7c28-4615-8a01-09f7fb00355d,2023-07-12,3,3.1
1x73F99WtT,b2fd75b0-de3a-4d4f-ae3b-ca4a02b30ea5,6ff15b8a-fed7-4cea-a362-3d33ea8ea80c,2022-07-22,5,3.3
k2STnWo11L,509a15a2-b9f2-4a12-8389-33e52f2f149f,6c8c7479-a7af-4ac1-8559-86e359bfa96e,2022-12-07,4,2.0
DF5i3MokO1,900d7870-6ecd-4ae1-9065-100108ac6c7d,f4096e14-e45c-43df-9158-46b53745e36c,2023-08-16,1,1.6
gai8O74EKw,7acfe326-8535-4eef-be41-6943e4f776ff,287dbcde-1606-4c1f-a175-a3a055ee07f4,2023-05-26,3,3.2
zSdvJUwKuu,6356eb17-99a9-45bc-b541-25b37b1f9c47,2a492885-f639-4d5e-ad28-db00b22f5dba,2023-01-17,5,1.5
l0diXYIPEg,b42061bd-6063-4e26-8ef7-4f3578b932e9,9dcc6bd2-b51c-4081-9e74-f47e52ec6375,2022-09-20,4,1.9
ZAoVBzE5BZ,3c13d2ec-0875-4096-9b50-ffa9dcf55c51,7a77f8e3-1102-459e-8084-706e9c5ed511,2023-06-21,1,4.2
cO1XOGfFM9,0a5d697a-b2f2-488e-bd57-8e4aced76ee7,684c736e-ce67-4d44-a9ac-e3c77adc9107,2022-12-16,2,3.1
gvMXGwH2oF,32fa2dfb-1d66-4226-a4f4-2fc1ab9b80fb,0338fec0-bbbb-4269-89a2-7866a99efd3e,2022-10-25,4,2.1
jscwuaXYe0,3c13d2ec-0875-4096-9b50-ffa9dcf55c51,0fafcd82-01c0-4b6c-a641-0d29f0616339,2022-12-03,4,3.3
XaT19NsvtZ,3c13d2ec-0875-4096-9b50-ffa9dcf55c51,47e8a5ce-ae99-465a-8abc-5661845cfb49,2022-02-02,4,4.3
LUjSy2RgTR,2d3ab3b9-5186-444e-852f-f1093288294b,dda9d94d-0c1d-4d57-b652-70c8d41de1db,2023-06-24,3,4.0
sB5LqTrcWF,a57b018c-c21b-4f3a-bcc1-a00d26918aa1,32bfa69c-8228-45fc-9d16-aeabe1953a28,2023-02-08,2,3.2
L0PUwbtvtA,30859228-fb6e-43e7-94a4-a243568f0c08,3ed2bf13-91ad-40f0-9073-749ad7b6c65d,2022-02-01,4,4.9
KKAaYNBIv3,3c13d2ec-0875-4096-9b50-ffa9dcf55c51,eda2af92-7225-4301-8d60-507bb95e096c,2023-03-29,4,1.7
O9GWHBhPmr,20d3ddfb-ceab-40d1-bae2-7982df53c84e,ac131f1f-e91a-420c-8ac0-58976c6e16a7,2022-01-12,2,3.3
GL64abFuXh,39091d92-2d7c-413f-bf2d-283600f7d3ca,cae0082b-bace-4e92-ba3d-b6e9fde10129,2022-07-23,5,3.3
XWl0yaEg6i,36820ff6-74a3-4125-aa9e-4d956d0f9be7,eb3bcabf-d273-4265-a808-7a5270f1d612,2023-01-12,5,2.1
ASrpFVRA4X,d3806251-202c-46d3-97ff-86414c158651,800f3321-064f-461f-adf1-bf4c826268fa,2022-09-16,2,1.0
UOLboY07Ae,1e2aa202-75dd-4837-9925-dffc6361af45,2d437df4-0c54-4196-a2c4-ce62a0df95b3,2022-07-22,4,4.2
Pclb9JiCvo,969c790a-bb7f-4295-9374-e978871d0829,7573236f-b86d-4ccb-9d33-372e763b1422,2022-10-30,3,2.0
R4BvhavpVe,39c38ff2-7bc7-4019-872a-cd9e4a46ebdb,1c0d41d5-00fa-4e28-819f-9397cb494b5f,2022-08-09,3,3.1
rpVLuWAfZh,b42061bd-6063-4e26-8ef7-4f3578b932e9,652cbab5-bf4a-487d-b472-6dd6d3bd39cf,2022-10-06,4,0.7
s5dNk1tsGd,fc088d17-5a73-46ed-9a97-ee2d3259b147,89c0684a-2254-45ee-8dd5-be10fd6c5edc,2022-06-18,3,3.3
FtFNJHCbjI,952eef51-e646-4bb6-b821-03cbb70a61a8,f025c482-2311-4477-a5ae-6a58319c050e,2022-04-09,2,0.5
73ArNitNVQ,407c0709-ca37-4c9c-8ec3-db3d3895481a,f749d698-14cb-47fd-98e6-eb2b1528f22d,2021-10-02,2,1.3
QduY0xyt4A,390350e6-48b1-416a-9366-fa9c3516ec72,a425aff4-872a-43ec-b31e-565ef129bbd3,2022-05-23,3,3.2
rsOhXafuw3,adc86607-5031-4026-b37e-76dc48584114,a69f7f68-e618-435e-a4f1-cfe2ad4fc465,2023-02-01,2,3.7
EakGwx0ke7,fac0a6ba-b948-4efe-886b-a227cb0d7c74,dc4bf626-d405-47ae-9d5f-cd356470e7a8,2022-12-10,3,3.3
4Qz9nnDSdG,3c13d2ec-0875-4096-9b50-ffa9dcf55c51,06f63c65-0a6a-4007-b8c0-abc898de436f,2022-01-30,4,4.3
CrWoazTfWi,d868ceb4-4087-4f22-a2bc-72a5cd34394d,98de0e1b-def5-4227-9978-e862d3c39ab6,2023-09-10,4,3.0
6HDwFKTylf,3b41359c-9bb9-46fa-8d3e-e4a75ab9d9e6,6e21cd55-1126-4f60-a008-d27f16c83364,2023-02-19,2,3.8
7bTv3xWAv4,f3a13f65-a91e-49ea-b650-d2b090eaffd1,7ce887ed-1c9a-40b2-a440-87b2f06af9f4,2023-03-14,2,4.5
3nf2jEUnop,2c15d31e-bdd2-4596-aa43-edf4e020db89,4c78cb60-4129-4da0-9e52-60f6940a8f97,2022-10-31,2,2.2
VH0gP9JZVY,daee7362-acc9-4fda-8118-3dfd15d28937,8dcc6498-8c9d-438f-b921-c7481c38cc38,2022-04-30,1,4.8
UVEGbkJral,c847d578-0bfa-4753-b071-ff3ad020c92d,ed369633-5ef4-4dc5-8084-a0834000c050,2023-08-03,2,3.0
zfAxwy41dl,a7ae08f6-b0c4-4782-984e-fe4565ce8643,e8039dbb-5ca1-470b-8597-56b8469289d2,2023-09-03,4,2.3
VvJEZtpNO7,952eef51-e646-4bb6-b821-03cbb70a61a8,a8d47862-fb6b-40ab-b6d3-3f0c97ace360,2022-02-10,3,3.3
0WKYwAgyl6,390350e6-48b1-416a-9366-fa9c3516ec72,c2093587-d39a-4487-a8e8-d0155f072314,2022-11-07,1,2.8
S0yDztxAih,289dbb79-7d38-4ad2-8d4d-60398857359c,e62eeb78-3ca4-4e10-930b-41706b682b9a,2023-04-12,3,4.4
TKog3XyZXT,b2fd75b0-de3a-4d4f-ae3b-ca4a02b30ea5,7a4bec32-ef1d-4579-8a49-4c6a0da3ef61,2023-04-14,5,0.5
z9nUuFBdtN,c5ebf39a-e96f-492d-96c5-b8ad41613caa,f7713c04-dd12-4dd3-9088-1e045bb2194f,2022-06-27,2,2.9
72swkSwwam,6c618aa5-e675-45b5-906e-4c8b1c69550a,5504fea7-f88e-4681-8660-2bb791b1da2e,2023-03-22,5,2.3
9OYrXaU3I8,aa36d271-2e0e-4918-b848-127bec1cfbcf,1ffe714f-a4c9-4fc7-be27-0d0aac7a724a,2022-09-30,5,3.3
7VAoDQl0Zo,ff207113-5bea-4381-a574-dad7d5bb390c,ad0a4db8-f7fd-4c07-9abd-cb489dc9afda,2023-06-30,1,0.5
UYtuPP9tQK,f47d09b9-06fe-48b5-bb7f-b39eb83fb64b,1dc5268c-88d4-4536-898b-017f99f64792,2021-10-20,4,1.0
0fLVLtAQ2z,41ed7e23-487e-4500-9621-8d46a494162e,cd019864-251f-40b2-9fca-6de4bcc1eef1,2021-10-07,2,2.9
qLT72dnHvO,2e809516-0451-49ac-84da-41154df0012f,0df9a664-8a51-4c20-8620-4d03cf7d329a,2022-09-15,1,5.0
8REVqUJthj,688545f6-8978-4808-96e0-bb00f60612e6,2b8376dd-7f5e-4cd9-b243-a36d604cb72b,2023-08-09,1,3.5
